"Date","Open","High","Low","Last","Close","Total Trade Quantity","Turnover (Lacs)","bank_name"
2018-04-19,1940,1944.8,1933,1939,1939,792258,15354.48,"HDFC"
2018-04-18,1951,1953.5,1930.05,1934,1932.6,678180,13176.41,"HDFC"
2018-04-17,1943.5,1951,1934.1,1950,1948.5,666958,12968.46,"HDFC"
2018-04-16,1920,1950,1919.85,1943.5,1942.1,711936,13803.67,"HDFC"
2018-04-13,1928,1940,1919.1,1930,1925,824293,15892.55,"HDFC"
2018-04-12,1916,1932.9,1905.9,1925,1928.8,1178129,22623.26,"HDFC"
2018-04-11,1915.9,1920,1905.4,1918,1918.85,717703,13735.54,"HDFC"
2018-04-10,1943,1943,1913.5,1921.2,1920.85,1516809,29136.94,"HDFC"
2018-04-09,1918.8,1942,1916.4,1937,1939.05,1000884,19380.08,"HDFC"
2018-04-06,1912.2,1926.45,1905.8,1920.1,1923.4,930002,17830.69,"HDFC"
2018-04-05,1901.3,1914,1890.2,1913.1,1908.9,1214723,23086.53,"HDFC"
2018-04-04,1912.95,1924.95,1878.45,1883.1,1883.25,928527,17672.57,"HDFC"
2018-04-03,1923.95,1925.7,1911,1913,1915.9,1019971,19553.06,"HDFC"
2018-04-02,1890.5,1935.75,1890.5,1931.9,1931.2,1149092,22032.01,"HDFC"
2018-03-28,1882.95,1899.7,1876.05,1890,1886.1,2209377,41678.63,"HDFC"
2018-03-27,1893.8,1899,1876,1894.05,1892.6,1534209,28973.82,"HDFC"
2018-03-26,1839.9,1900,1833.5,1896.2,1893.45,2625442,49060.55,"HDFC"
2018-03-23,1846.65,1853.1,1837.25,1842.25,1841.55,1797538,33150.6,"HDFC"
2018-03-22,1858.9,1880,1855.1,1863,1867.75,1668306,31231.5,"HDFC"
2018-03-21,1848,1863.2,1843.3,1858.95,1858.9,1480285,27442.8,"HDFC"
2018-03-20,1845.1,1855.9,1835.25,1842.9,1839.5,914343,16871.15,"HDFC"
2018-03-19,1853,1860,1843.15,1847,1847.25,1959685,36288.99,"HDFC"
2018-03-16,1880,1881.1,1846.55,1858,1853,1974084,36739.49,"HDFC"
2018-03-15,1865.2,1887.5,1865.2,1873.5,1880.8,1467731,27581.56,"HDFC"
2018-03-14,1856,1867.9,1848,1864,1864.5,920098,17093.11,"HDFC"
2018-03-13,1867.45,1884.75,1855,1859.45,1860.25,1281050,23958.7,"HDFC"
2018-03-12,1860.2,1869.45,1853.4,1866.3,1867.25,1639279,30555.94,"HDFC"
2018-03-09,1854.95,1865.25,1844,1846.15,1851.05,1027027,19062.19,"HDFC"
2018-03-08,1839.8,1858.5,1832,1850,1852.85,1379681,25447.14,"HDFC"
2018-03-07,1840,1853.4,1828.5,1831.1,1832.6,1407041,25877.85,"HDFC"
2018-03-06,1870,1879.9,1839.5,1840,1846.25,1144207,21334.49,"HDFC"
2018-03-05,1874.15,1878,1858.25,1866,1869.95,945366,17656.25,"HDFC"
2018-03-01,1879.3,1893.3,1868,1868.05,1874.35,977460,18421.02,"HDFC"
2018-02-28,1889.55,1895.45,1878,1888,1884.2,1016591,19150.43,"HDFC"
2018-02-27,1914.75,1921.75,1900,1900.5,1902.55,1196832,22844.46,"HDFC"
2018-02-26,1888.1,1914.8,1883.55,1912.5,1911.55,1197221,22796.31,"HDFC"
2018-02-23,1856.9,1884.85,1850.4,1877,1880.55,1019187,19048.87,"HDFC"
2018-02-22,1850,1860,1841.55,1850.15,1853.2,3313399,61337.48,"HDFC"
2018-02-21,1867.95,1868.55,1852.2,1859.2,1857.4,688268,12793.77,"HDFC"
2018-02-20,1884.75,1885.85,1858.8,1860.15,1863.2,1021017,19148.11,"HDFC"
2018-02-19,1882.6,1887.6,1859.05,1880,1878.2,913638,17143.99,"HDFC"
2018-02-16,1883.9,1894.85,1875.65,1880.4,1878.6,895880,16876.5,"HDFC"
2018-02-15,1889.7,1894.75,1875,1881.25,1881.9,1228806,23132.94,"HDFC"
2018-02-14,1889.8,1897.9,1874.65,1879.85,1883.15,894297,16898.25,"HDFC"
2018-02-12,1860,1886,1855.15,1880,1876.65,1095277,20508.32,"HDFC"
2018-02-09,1847.9,1864.7,1844.1,1852,1849.5,1602238,29689.66,"HDFC"
2018-02-08,1884,1898.6,1866.5,1882,1880.95,1292861,24399.54,"HDFC"
2018-02-07,1907,1907,1862.4,1868.5,1872.8,2091243,39219.72,"HDFC"
2018-02-06,1860,1912,1836.3,1898.8,1896.8,2687451,50224.69,"HDFC"
2018-02-05,1918,1935.25,1905.85,1918,1913.85,1981696,37984.1,"HDFC"
2018-02-02,1986,1989.9,1941.5,1941.5,1948,1836531,36068.12,"HDFC"
2018-02-01,2006,2015,1985.3,1986.5,1991.15,1630355,32624.89,"HDFC"
2018-01-31,1989.4,2013.5,1987,2004.6,2005.7,1735837,34770.97,"HDFC"
2018-01-30,1997.8,2001.9,1984.15,1995.55,1995.5,1599390,31892.37,"HDFC"
2018-01-29,1978,2006.95,1978,2000.6,1999.65,2058973,41090.64,"HDFC"
2018-01-25,1953.9,1980,1950.5,1969,1974.95,2180917,42938.45,"HDFC"
2018-01-24,1952.55,1969,1950.6,1957.6,1957.65,1197642,23450.01,"HDFC"
2018-01-23,1965,1966.7,1943.3,1951.5,1951.3,1261949,24656.12,"HDFC"
2018-01-22,1960,1988,1953.15,1962.5,1963.35,2212442,43581.08,"HDFC"
2018-01-19,1935.15,1959.9,1919.25,1949.35,1952.2,2863997,55774.73,"HDFC"
2018-01-18,1924,1954,1918.05,1933.05,1934.3,4162385,80739.93,"HDFC"
2018-01-17,1897,1902.55,1887,1891.6,1890.5,726374,13750.66,"HDFC"
2018-01-16,1903.45,1910,1885.25,1900.1,1900.15,1611346,30609.51,"HDFC"
2018-01-15,1869.95,1904.4,1859.85,1893.05,1897.75,3144111,59485.66,"HDFC"
2018-01-12,1873,1878.15,1860,1865,1865.3,1084177,20258.77,"HDFC"
2018-01-11,1864.2,1876,1856.25,1873.95,1872.55,1014774,18962.96,"HDFC"
2018-01-10,1865.2,1867.9,1857.3,1860.45,1864.2,1153972,21505.41,"HDFC"
2018-01-09,1862,1869.85,1855,1862.7,1863.7,1326382,24692.25,"HDFC"
2018-01-08,1865,1870.7,1857.75,1864,1860.6,1142577,21273.31,"HDFC"
2018-01-05,1863,1868.05,1855.55,1863.05,1863.6,717717,13368.16,"HDFC"
2018-01-04,1853,1865.5,1853,1859.25,1859.9,593444,11041.25,"HDFC"
2018-01-03,1875,1878.25,1851.2,1853.85,1852.65,1132822,21059.22,"HDFC"
2018-01-02,1858.55,1875,1858.55,1869.8,1872.35,1194079,22308.59,"HDFC"
2018-01-01,1872.7,1880.75,1850.5,1855,1854.5,1645129,30636.23,"HDFC"
2017-12-29,1876.8,1879.2,1868.15,1871.4,1872.4,1586468,29721.2,"HDFC"
2017-12-28,1858.9,1880.9,1858,1870.05,1878.05,2175130,40741.75,"HDFC"
2017-12-27,1870.1,1870.3,1851.15,1852.5,1856.75,872346,16259.68,"HDFC"
2017-12-26,1881,1882.8,1856.7,1870,1868.35,1696424,31682.35,"HDFC"
2017-12-22,1879,1880,1861.75,1874.65,1876.65,1117726,20905.54,"HDFC"
2017-12-21,1879.9,1885,1865.2,1866.05,1868.3,1713636,32062.88,"HDFC"
2017-12-20,1898.9,1903.1,1863.65,1866.35,1868.15,2335876,44038.01,"HDFC"
2017-12-19,1879.8,1893.65,1876.15,1886.95,1884.5,1238028,23324.75,"HDFC"
2017-12-18,1855,1899,1809.3,1878.4,1878.95,3074497,57685.29,"HDFC"
2017-12-15,1856,1888,1855.5,1871,1873.45,3112531,58444.89,"HDFC"
2017-12-14,1824,1840,1812,1837.1,1838.05,920773,16814.97,"HDFC"
2017-12-13,1820.05,1845,1815.1,1821.4,1821.35,726865,13317.64,"HDFC"
2017-12-12,1849.1,1849.9,1815.95,1818,1819.9,602647,11009.01,"HDFC"
2017-12-11,1848,1851.75,1840,1846.4,1846.4,799558,14767.75,"HDFC"
2017-12-08,1814,1853,1814,1842.25,1840.4,2239100,41186.74,"HDFC"
2017-12-07,1806.65,1816.6,1803.1,1810.9,1809.65,1057826,19137.37,"HDFC"
2017-12-06,1819.95,1821.35,1799,1799.3,1803.3,1598780,28928.67,"HDFC"
2017-12-05,1826,1828.55,1807,1824.9,1820.45,973340,17697.39,"HDFC"
2017-12-04,1854.9,1854.9,1830.1,1836.3,1834.1,910483,16756.81,"HDFC"
2017-12-01,1854.9,1860,1844.1,1850.85,1848.2,964537,17851.77,"HDFC"
2017-11-30,1868.7,1873.95,1840,1852.75,1853.7,1449078,26951.22,"HDFC"
2017-11-29,1865,1875.5,1855.8,1873,1873.3,818646,15301.43,"HDFC"
2017-11-28,1856,1871,1855.85,1867.15,1865.35,1272635,23751.05,"HDFC"
